nombre|ubicacion|ubicacion_detalle|ubicacion_referencia|distrito|region|fecha_inicio|fecha_inicio_alt|fecha_fin|descripcion|precio|organizador|asistiran|me_interesa|veces_compartido|imagen|enlace_evento
PRE ORDEN — <Clé : Levanter> Limited ver.|STAY Store|Campo de Marte, 15072 Lima||||2019-12-08 17:35:44.155593 - 10:00 ||2019-12-08 17:35:44.155593 - 23:00 |"STAY aquí nuevamente con la Pre-Orden ahora del nuevo mini álbum de , | , ver. Limited , , , Contenido:, ↳ Tamaño: 180*255mm, ↳ PHOTOBOOK : 1Tipo + Cover (Edición limitada solamente) (Página especial Aleatoria 1p de 8p La imagen de las versiones de Edición Normal es la misma), ↳ CD-R : 1 Tipo , ↳ QR PHOTOCARD : Random 3p out of 40p (La imagen de las versiones de la Edición Normal es la misma.),  , ✦Limited Edition PRE-ORDER BENEFIT (en el paquete), ↳ LENTICULAR PHOTOCARD: Random 1p out of 8p , ↳ UNIT MINI POSTER : Random 1p out of 3p, , ✦BENEFICIOS DE PRE-ORDER (La imagen de las versiones de la Edición Normal es la misma.), ↳ CALENDAR POSTER : 1p, ↳ BOOKMARK : Random 1p out of 3p, ↳ POSTER : Random 1p out of 3p  (Solo para la primera impresión), , ,PRECIOS: , ✦ENVÍO NORMAL: , → S/. 80.00, , ,TIEMPO DE LLEGADA: (una vez cerrado el pedido), ✦ENVÍO NORMAL: 5 semanas aprox. (entregas a partir de esta fecha) , , , FECHA LÍMITE DE PAGOS:, ✦ENVÍO NORMAL: , PAGO COMPLETO o en dos partes:, ↳ PRIMERA PARTE (S/.40.00) →  Hasta el 09 de Diciembre., ↳ SEGUNDA PARTE (S/.40.00) → Cuando lleguen los discos a Lima., , ,【ENVÍOS PARA PROVINCIA】, → Costo adicional, enviar un mensaje a la página!, , ,¿Cómo realizo el deposito?, Puedes realizarlo a la siguiente cuenta INTERBANK., , , LIMA Y PROVINCIA:, , , SOLO AGENTE INTERBANK:, Número: 346-3114135280 , Nombre: MAYTEE RIMACHI ALVAREZ, Para transferencias:, ◇ CCI: 003-346-013114135280-40, , ,¿Qué hago una vez haya realizado el depósito?, , Enviar un correo al siguiente e-mail: , staystoreperu@naver.com, , ASUNTO: PRE-ORDEN <Clé : LEVANTER> LIMITED, , , El correo debe contener lo siguiente:, + Nombres y Apellidos Completos:, + N° DNI: , + Tipo de Envío: NORMAL, + Cantidad:, + Provincia/Distrito:, + Dirección exacta: (SOLO RELLENAR ENVIO A PROVINCIA), + Número de Whatsapp: (serás agregado a un chat grupal), + Perfil de Facebook: (En caso de no poder contactarlo), + Envío grupal o individual: (RELLENAR SOLO PROVINCIA), + Foto del Voucher: (clara y visible con su nombre completo escrito con lapicero o plumón en este) , , ,DEBE ESTAR ESCRITO OBLIGATORIAMENTE EN SU VOUCHER SU NOMBRE COMPLETO, DE NO SER ASÍ NO SE CONTARÁ EL PEDIDO., ,PARA LAS TRANSFERENCIAS ENVIARÁN LA CONSTANCIA DE TRANSFERENCIA Y DEBERÁN COLOCARLE SU NOMBRE CON ALGUNA APP DE EDICIÓN PARA CONTAR SU PEDIDO., ,STAYs de PROVINCIA deberán depositar mediante INTERBANK para que no cobre un saldo adicional., , ,¿CUÁNDO Y DÓNDE ME ENTREGARÍAN MI DISCO?, LIMA: Se les avisará en que reunión se va hacer la entrega de los respectivos discos, esta información se podría actualizar., PROVINCIA: Se coordinará con las personas por interno apenas se tengan los discos., , ,En caso de que no se envíe al correo el voucher con su nombre escrito o no se de la información solicitada, el pedido no se realizará., ,El pago y los vouchers deben ser enviados hasta la fecha límite, pasado esta fecha no se tomará en cuenta su pedido y no hay lugar a devoluciones., ,Dichos correos serán respondidos para comprobar que su pedido ha sido realizado., , , Si tienen alguna duda o consulta no olviden de mandar un mensaje a la página ya que les responderemos rápidamente. , , Atte. STAY Store & Stray Kids Peru., "||STAY Store|43|238|3|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c39.0.1121.628a/s320x320/71903436_438758876752804_2269370610792529920_o.jpg?_nc_cat=109&efg=eyJpIjoiYiJ9&_nc_ohc=yCrXjYPf8JIAQlQ10WTHzCl34_OKQqUFwT42jpRXG-SmvAekrlg8mB9iA&_nc_ht=scontent.flim1-2.fna&oh=4d6b0bb477bc6169a36bfab8754b2233&oe=5E8ABF0F|https://mbasic.facebook.com/events/2359909804322648
Manuelcha Prado, 50 Años|Gran Teatro Nacional|Av. Javier Prado Este 2225, Lima||||2019-12-08 17:35:48.646416 - 20:00 ||2019-12-08 17:35:48.646416 - 22:30 |||Manuelcha Prado||||https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c16.0.468.262a/s320x320/78547036_2670532169681062_4795361411532324864_n.jpg?_nc_cat=110&efg=eyJpIjoiYiJ9&_nc_ohc=WQvRWiC_v24AQlHoAvatsf1iucMuH0GlKnv3JtV0rBMyKQzTfHUGh8DPA&_nc_ht=scontent.flim1-2.fna&oh=7d73bd80f53694bf59c6873301680be7&oe=5E75D0E3|https://mbasic.facebook.com/events/521332045073974
Special: Shakira & Juanes|PIZZA ROCK Perú|Avenida Del  Ejército 695, Miraflores, 15074 Lima||||2019-12-08 17:35:51.636536 - 21:00 ||2019-12-08 17:35:51.636536 - 23:59 |||PIZZA ROCK Perú|0|1|0|https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c31.0.937.524a/s320x320/79688718_2482413832030130_9055142561621999616_o.jpg?_nc_cat=103&efg=eyJpIjoiYiJ9&_nc_ohc=gCa924lM5c4AQlhcNcy7SjnZrJaPRRLYUAiKo6btt5J0lJ9ORnTukUCvQ&_nc_ht=scontent.flim1-1.fna&oh=a5cf160fdb6a03a3d9f3b99967a2bba8&oe=5E771D0E|https://mbasic.facebook.com/events/2544732839137240
Ataque Techno PERU : Presenta la Hora Marciana|Muelle In|José de la Torre Ugarte 420 – Comas, lima 7 Lima||||8 de dic., 5:30 || 9 de dic., 5:30|||Ataque Techno Peru|19|47|1|https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c48.0.626.350a/s320x320/78321934_2501285476661295_4945945576270200832_n.jpg?_nc_cat=101&efg=eyJpIjoiYiJ9&_nc_ohc=2Mt-ldaIZ1cAQlPrW4Hz4rUSguTpr3LANCA7cp_Izrv6Whoavf-TIsqZg&_nc_ht=scontent.flim1-1.fna&oh=1505c6380beb09c58c50c44da4add4fd&oe=5E718085|https://mbasic.facebook.com/events/997149133952875
DOMINGO DE BARRIO MILAN|Jr. Ayacucho Cuadra 9 Callao Mural De La Selección|Callao||||8 de dic., 18:00 || 9 de dic., 21:00| Se Acabó El Recreo Regresamos Totalmente Recargados , , , , , , La Gran , _HERNANDEZ Ft , Dándonos Un Show De Lujo, Cantando Sus Mejores , , // Seguido De Las Orquestas , , , , , , , , , , , , , , , , , , , , , , , ,Ayacucho cdra 9 cruze con Atahualpa - Barrio Milán ||Barrio MILAN|30|23|1|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c36.0.1208.677a/s320x320/72728257_132058541552877_7651804101218402304_o.jpg?_nc_cat=108&efg=eyJpIjoiYiJ9&_nc_ohc=pgyR3Zrop0UAQln0IQC_Ibk09Z5lbaUFzrS5eTFEjRGndNx6TT2FdY43Q&_nc_ht=scontent.flim1-2.fna&oh=6902d3a9394ba5d232230ab50f6ef9e0&oe=5E7BA770|https://mbasic.facebook.com/events/453319081998276
Invasión Española // Lennon Smith La Banda|Cerati Rock Bar|Av. Separadora Industrial y Av. Los Frutales, Lima La Molina, Lima, Peru||||Sábado, 14  de  diciembre  de  2019  - 20:00 ||Sábado, 14  de  diciembre  de  2019  - 5:00 |EVENTO: INVASIÓN ESPAÑOLA, EN ESCENA: LENNON SMITH LA BANDA, , Mayor información al Whatsapp: 957 744 212, , * Celebración de cumpleaños previo registro al Whatsapp (Incluye premios y entradas gratis)., * Ingreso gratis en lista hasta medianoche previo registro al Whatsapp., , Contamos con: Estacionamiento externo, ambientes confortables y una amplia barra para tu mejor atención., , Youtube: , , , Cerati Rock Bar: Av. Separadora Industrial y Av. Los Frutales. La Molina.||Cerati Rock Bar|3|11|0|https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c32.0.1351.756a/s320x320/78968824_2744352438948141_977312957731962880_o.jpg?_nc_cat=105&efg=eyJpIjoiYiJ9&_nc_ohc=twZUIgLAtNAAQnYUXcRPzkqVrb5jfJaVM_YMNqD6wo23yTJuwUmdGjpBg&_nc_ht=scontent.flim1-1.fna&oh=d12f6d938fd98407b83e5b5f40397c8a&oe=5E6FB476|https://mbasic.facebook.com/events/541740473333762
Primavera Febril|Los Tubos, UNMSM|UNMSM, Lima||||2019-12-08 17:36:04.521554 - 15:00 ||2019-12-08 17:36:04.521554 - 22:45 |[Primavera Febril], Esta primavera se ha visto marcada por las numerosas movilizaciones en busca de una vida más justa en Latinoamérica, los pueblos se encuentran en un estado febril., Bajo esta consigna nace Primavera Febril, un evento cultural que busca la concienciación de los estudiantes a través de la confraternización., En esta primera edición tenemos como invitados a:, , Procrastinación 1 Yo 0, POOOW!, Ciudad Pánico, Pounda & NoModico, Reptilianoz, DARCY, Futuro Primitivo, Marticorena, No muere , Brisas Verdes , Le Petit Mort, Sikuris, , , , ,  , , También habrá feria, ricos panchos y Choripunk!, ¿Dónde? En tubos (Espalda de la Facultad de Letras y Ciencias Humanas - UNMSM), ¿Hora? A partir de las 3:00pm, ¿Entrada?....................Gratel, como te gusta! , Los esperamos , ||Centro Federado de Letras|93|342|12|https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c131.0.558.312a/s320x320/78547916_2617512105007551_131656660476231680_n.jpg?_nc_cat=105&efg=eyJpIjoiYiJ9&_nc_ohc=BtAgia4ZC8AAQniZifx1KbDh0-VZLcUzamlNjrMPsA5SDc-KC5PirHBaw&_nc_ht=scontent.flim1-1.fna&oh=1d9c98f07c5b051caaa8e765e01ac3cd&oe=5E6EB568|https://mbasic.facebook.com/events/611722399633371
Casona 6to Aniversario - Noche de Cumbia|La Casona de Camaná|Jiron Camaná 975 La Casona de Camaná, lima 1 Lima||||Viernes, 13  de  diciembre  de  2019  - 21:00 ||Viernes, 13  de  diciembre  de  2019  - 5:00 |||La Casona de Camaná|31|293|7|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c25.0.679.380a/s320x320/77039075_1486827144800870_502658929096916992_n.jpg?_nc_cat=111&efg=eyJpIjoiYiJ9&_nc_ohc=OhKlxv6b9hgAQlOGzuJ1_Kp19dc_NYnn8clKeywLOJwRKQIY5gFbWAwfA&_nc_ht=scontent.flim1-2.fna&oh=ca8332f0c6b1c5340f9b28b6957c61c0&oe=5E7E6026|https://mbasic.facebook.com/events/771003290062830
Especial Erasure & Pet Shop Boys // Banda Orbital|Cerati Rock Bar|Av. Separadora Industrial y Av. Los Frutales, Lima La Molina, Lima, Peru||||Viernes, 13  de  diciembre  de  2019  - 20:00 ||Viernes, 13  de  diciembre  de  2019  - 5:00 |EVENTO: ESPECIAL ERASURE & PET SHOP BOYS, EN ESCENA: BANDA ORBITAL, , Mayor información al Whatsapp: 957 744 212, , * Celebración de cumpleaños previo registro al Whatsapp (Incluye premios y entradas gratis)., * Ingreso gratis en lista hasta medianoche previo registro al Whatsapp., , Contamos con: Estacionamiento externo, ambientes confortables y una amplia barra para tu mejor atención., , Youtube: , , , Cerati Rock Bar: Av. Separadora Industrial y Av. Los Frutales. La Molina.||Cerati Rock Bar|5|18|1|https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c75.0.1898.1064a/s320x320/73352243_2744349725615079_1915929381113430016_o.jpg?_nc_cat=106&efg=eyJpIjoiYiJ9&_nc_ohc=k-r56XKWsPkAQlnKz4eyXX2K1kbSjSTAfIA12SNA2bbia4ccI1I_MX1pg&_nc_ht=scontent.flim1-1.fna&oh=70abccd3a83d8c521b030676843b08a7&oe=5E677E9A|https://mbasic.facebook.com/events/537935743719658
Rock Depresivo Antiestético (pre show)|Clandestino|Jr. Pachitea 185, 15001 Lima||||2019-12-08 17:36:14.475077 - 16:00 ||2019-12-08 17:36:14.475077 - 20:00 |||Rock Frogs|186|834|27|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c47.0.1405.786a/s320x320/79309416_3088645561164399_3814070231752507392_o.jpg?_nc_cat=102&efg=eyJpIjoiYiJ9&_nc_ohc=q7j9odkaD2EAQk_6YSEKzmRr9U_T3YA2uaNrsRjshvk1DvXUKqEl5bDGA&_nc_ht=scontent.flim1-2.fna&oh=0a8701cfdd7fe1d5892319c15352f2e7&oe=5E79909D|https://mbasic.facebook.com/events/3211971895541095
La Fiesta de Fin de Ciclo: La Mente en vivo|Sargento Pimienta de Barranco|Av. Bolognesi 757, Lima 04 Barranco, Lima, Peru||||Jueves, 12  de  diciembre  de  2019  - 22:00 ||Jueves, 12  de  diciembre  de  2019  - 4:00 |||Sargento Pimienta de Barranco|152|774|18|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c66.0.1914.1072a/s320x320/78313721_2635746436460920_5768707249706893312_o.jpg?_nc_cat=109&efg=eyJpIjoiYiJ9&_nc_ohc=unaXuVvLmq4AQlKev2ktVLT8Bzvc2k1j3k1UaxKCIlsVAte2kJdJyHg_A&_nc_ht=scontent.flim1-2.fna&oh=023f0208585b21655a26f8b7922bccd7&oe=5E7097DC|https://mbasic.facebook.com/events/742969902888380
Bandas de Miércoles 40° Edición|Lima Rock Club|Pasaje Olaya 166, Lima 01 Lima||||2019-12-08 17:36:23.064594 - 20:00 ||2019-12-08 17:36:23.064594 - 2:00 |"En , queremos dar oportunidad a las bandas emergentes y por eso presentamos: , , En esta oportunidad nos acompañan:, , , || Blind, , || , , Apoya asistiendo al evento ¡La próxima banda puede ser la tuya!, , Gracias a: Sala de ensayo , quienes estarán sorteando una hora de ensayo entre las bandas participantes para su sala en el Centro de Lima., , Ingreso Libre "||Lima Rock Club|12|67|7|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c39.0.1204.674a/s320x320/78223381_696939140713577_3578211441267703808_o.jpg?_nc_cat=108&efg=eyJpIjoiYiJ9&_nc_ohc=pr_zwF3T9LMAQnC4FeyDogAO6DTBFn0V_HKg6r-JmTTuEhmmfFUUb0fhQ&_nc_ht=scontent.flim1-2.fna&oh=7258ca96ec31b72f0483f0961ed21927&oe=5E6CB854|https://mbasic.facebook.com/events/507476666645913
Sonidos de la Resistencia - Edición Especial|Lima Rock Club|Pasaje Olaya 166, Lima 01 Lima||||Viernes, 13  de  diciembre  de  2019  - 20:00 ||Viernes, 13  de  diciembre  de  2019  - 2:30 |Este viernes 13 de Diciembre , edición especial:, ,  Celebrando sus 25 años y  ....., , , y Banda, , , , Entrada en Puerta : S/ 20 , Únete a la Resistencia!!!, Arte: ||LaNegra Producciones|203|599|31|https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c39.0.1204.674a/s320x320/75398171_2457749371148689_6216228947730890752_o.jpg?_nc_cat=104&efg=eyJpIjoiYiJ9&_nc_ohc=TvxPpqjNJBkAQnrdEM8DCSGi3J4gvIbzvVaNRDsrM7aLMoa0spYUHMCag&_nc_ht=scontent.flim1-1.fna&oh=67156573736fdd9d0d8fce09728db0ae&oe=5E70F668|https://mbasic.facebook.com/events/542275593230566
Para Olvidar Mis Notas|Lima Rock Club|Pasaje Olaya 166, Lima 01 Lima||||2019-12-08 17:36:29.959239 - 16:00 ||2019-12-08 17:36:29.959239 - 23:00 |Estamos armando este evento para, en nuestro caso, cerrar el año y buscar olvidar que no pasaremos de ciclo , para ello tendremos a las siguientes bandas, , , , , , , , , , , , , , , , , , , , , Preventa 1 S/12.00 (Agotado), , Promoción 2 x S/20.00, , Preventa 2 S/17.00, , Puerta S/20.00, , 16:00 PM - 23:00 PM, , , - Pasaje Olaya 166 2do Piso, Lima (a media cuadra de la Plaza de Armas), , Entradas a la venta vía Imbox o en , , , , , También puedes separar entrada haciendo el deposito y enviando el Voucher al WhatsApp +51 931 566 982 en las siguientes cuentas:, * Yape: 931566982, * BCP: 19194907279035, * BBVA: 0011-0814-0201287370, * Interbank: 374-3144465797, A nombre de Edward José Espinoza Valle||El Pogo Del Misio|111|563|22|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c0.4.1920.1074a/s320x320/79180855_3106836726009475_4058423784648998912_o.jpg?_nc_cat=109&efg=eyJpIjoiYiJ9&_nc_ohc=BRx7GmSc2EYAQnpY_Zos8_2aawOkQb5RbaROZ_e9EZVXdgrk0pR0ci6ag&_nc_ht=scontent.flim1-2.fna&oh=02c2bacaf8ac8b6529f05a4a87453e01&oe=5E688077|https://mbasic.facebook.com/events/409158433330485
"Reunión | McBirthday Shinwon"|Campo de Marte|11 Lima||||2019-12-08 17:36:40.475674 - 15:30 ||2019-12-08 17:36:40.475674 - 18:00 |||||||https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c16.0.468.262a/s320x320/77280584_2441940686030713_772225069597327360_n.jpg?_nc_cat=101&efg=eyJpIjoiYiJ9&_nc_ohc=LFXsLc58TKAAQlyCIuKxHZiQyYRc7BSUR8ooduiqqRgYXXkZeXH0fH3KQ&_nc_ht=scontent.flim1-1.fna&oh=00bcc0a05ffc945c2d77f4fd88949686&oe=5E6800EB|https://mbasic.facebook.com/events/444619752909392/?event_time_id=444619756242725
Especial Erasure & Pet Shop Boys // Banda Orbital|Cerati Rock Bar|Av. Separadora Industrial y Av. Los Frutales, Lima La Molina, Lima, Peru||||Viernes, 13  de  diciembre  de  2019  - 20:00 ||Viernes, 13  de  diciembre  de  2019  - 5:00 |EVENTO: ESPECIAL ERASURE & PET SHOP BOYS, EN ESCENA: BANDA ORBITAL, , Mayor información al Whatsapp: 957 744 212, , * Celebración de cumpleaños previo registro al Whatsapp (Incluye premios y entradas gratis)., * Ingreso gratis en lista hasta medianoche previo registro al Whatsapp., , Contamos con: Estacionamiento externo, ambientes confortables y una amplia barra para tu mejor atención., , Youtube: , , , Cerati Rock Bar: Av. Separadora Industrial y Av. Los Frutales. La Molina.||Cerati Rock Bar|5|18|1|https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c75.0.1898.1064a/s320x320/73352243_2744349725615079_1915929381113430016_o.jpg?_nc_cat=106&efg=eyJpIjoiYiJ9&_nc_ohc=k-r56XKWsPkAQlnKz4eyXX2K1kbSjSTAfIA12SNA2bbia4ccI1I_MX1pg&_nc_ht=scontent.flim1-1.fna&oh=70abccd3a83d8c521b030676843b08a7&oe=5E677E9A|https://mbasic.facebook.com/events/537935743719658
Festival Bizarro* Almirante Ackbar Reunión 2020|Jirón Conde de Superunda 383, 15001 Lima, Perú|||||Sábado, 1  de  febrero  de  2020  - 20:00 ||Sábado, 1  de  febrero  de  2020  - 2:00 ||||250|520|14|https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c0.0.2048.1146a/s320x320/73342812_1168671783324934_7136072051881672704_o.jpg?_nc_cat=103&efg=eyJpIjoiYiJ9&_nc_ohc=O3BA5gQbvcMAQkLl42mun7lKh_Dcxmv2PLtraso4oiRRd1Xf37iaibnQw&_nc_ht=scontent.flim1-1.fna&oh=eb9b35f6305baaa8dc51da9038edd3fc&oe=5E885C50|https://mbasic.facebook.com/events/475075289785035
Rock Depresivo Antiestético (pre show)|Clandestino|Jr. Pachitea 185, 15001 Lima||||2019-12-08 17:36:49.975574 - 16:00 ||2019-12-08 17:36:49.975574 - 20:00 |||Rock Frogs|186|834|27|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c47.0.1405.786a/s320x320/79309416_3088645561164399_3814070231752507392_o.jpg?_nc_cat=102&efg=eyJpIjoiYiJ9&_nc_ohc=q7j9odkaD2EAQk_6YSEKzmRr9U_T3YA2uaNrsRjshvk1DvXUKqEl5bDGA&_nc_ht=scontent.flim1-2.fna&oh=0a8701cfdd7fe1d5892319c15352f2e7&oe=5E79909D|https://mbasic.facebook.com/events/3211971895541095
La Fiesta de Fin de Ciclo: La Mente en vivo|Sargento Pimienta de Barranco|Av. Bolognesi 757, Lima 04 Barranco, Lima, Peru||||Jueves, 12  de  diciembre  de  2019  - 22:00 ||Jueves, 12  de  diciembre  de  2019  - 4:00 |||Sargento Pimienta de Barranco|152|775|18|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c66.0.1914.1072a/s320x320/78313721_2635746436460920_5768707249706893312_o.jpg?_nc_cat=109&efg=eyJpIjoiYiJ9&_nc_ohc=unaXuVvLmq4AQlKev2ktVLT8Bzvc2k1j3k1UaxKCIlsVAte2kJdJyHg_A&_nc_ht=scontent.flim1-2.fna&oh=023f0208585b21655a26f8b7922bccd7&oe=5E7097DC|https://mbasic.facebook.com/events/742969902888380
Bandas de Miércoles 40° Edición|Lima Rock Club|Pasaje Olaya 166, Lima 01 Lima||||2019-12-08 17:37:01.765164 - 20:00 ||2019-12-08 17:37:01.765164 - 2:00 |"En , queremos dar oportunidad a las bandas emergentes y por eso presentamos: , , En esta oportunidad nos acompañan:, , , || Blind, , || , , Apoya asistiendo al evento ¡La próxima banda puede ser la tuya!, , Gracias a: Sala de ensayo , quienes estarán sorteando una hora de ensayo entre las bandas participantes para su sala en el Centro de Lima., , Ingreso Libre "||Lima Rock Club|12|67|7|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c39.0.1204.674a/s320x320/78223381_696939140713577_3578211441267703808_o.jpg?_nc_cat=108&efg=eyJpIjoiYiJ9&_nc_ohc=pr_zwF3T9LMAQnC4FeyDogAO6DTBFn0V_HKg6r-JmTTuEhmmfFUUb0fhQ&_nc_ht=scontent.flim1-2.fna&oh=7258ca96ec31b72f0483f0961ed21927&oe=5E6CB854|https://mbasic.facebook.com/events/507476666645913
Sonidos de la Resistencia - Edición Especial|Lima Rock Club|Pasaje Olaya 166, Lima 01 Lima||||Viernes, 13  de  diciembre  de  2019  - 20:00 ||Viernes, 13  de  diciembre  de  2019  - 2:30 |Este viernes 13 de Diciembre , edición especial:, ,  Celebrando sus 25 años y  ....., , , y Banda, , , , Entrada en Puerta : S/ 20 , Únete a la Resistencia!!!, Arte: ||LaNegra Producciones|203|599|31|https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c39.0.1204.674a/s320x320/75398171_2457749371148689_6216228947730890752_o.jpg?_nc_cat=104&efg=eyJpIjoiYiJ9&_nc_ohc=TvxPpqjNJBkAQnrdEM8DCSGi3J4gvIbzvVaNRDsrM7aLMoa0spYUHMCag&_nc_ht=scontent.flim1-1.fna&oh=67156573736fdd9d0d8fce09728db0ae&oe=5E70F668|https://mbasic.facebook.com/events/542275593230566
"Gracias Totales | Lima"|Estadio Nacional|Calle José Díaz s/n, 15046 Lima||||Martes, 3  de  marzo  de  2020  - 21:00 ||Martes, 3  de  marzo  de  2020  - 23:30 |||Soda Stereo|3.5 mil|12 mil|724|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c39.0.1121.628a/s320x320/78664077_3592246414149331_4418232827330428928_o.jpg?_nc_cat=109&efg=eyJpIjoiYiJ9&_nc_ohc=A3eGMlM3A1YAQlll2zGR9vBfAzeHfkRxO7AvF8jligA-D2mFdrFiDRaFA&_nc_ht=scontent.flim1-2.fna&oh=5a73c5088a70ebebec3840fda29dbdcf&oe=5E8CE1F7|https://mbasic.facebook.com/events/431242114477210
Para Olvidar Mis Notas|Lima Rock Club|Pasaje Olaya 166, Lima 01 Lima||||2019-12-08 17:37:14.574179 - 16:00 ||2019-12-08 17:37:14.574179 - 23:00 |Estamos armando este evento para, en nuestro caso, cerrar el año y buscar olvidar que no pasaremos de ciclo , para ello tendremos a las siguientes bandas, , , , , , , , , , , , , , , , , , , , , Preventa 1 S/12.00 (Agotado), , Promoción 2 x S/20.00, , Preventa 2 S/17.00, , Puerta S/20.00, , 16:00 PM - 23:00 PM, , , - Pasaje Olaya 166 2do Piso, Lima (a media cuadra de la Plaza de Armas), , Entradas a la venta vía Imbox o en , , , , , También puedes separar entrada haciendo el deposito y enviando el Voucher al WhatsApp +51 931 566 982 en las siguientes cuentas:, * Yape: 931566982, * BCP: 19194907279035, * BBVA: 0011-0814-0201287370, * Interbank: 374-3144465797, A nombre de Edward José Espinoza Valle||El Pogo Del Misio|111|563|22|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c0.4.1920.1074a/s320x320/79180855_3106836726009475_4058423784648998912_o.jpg?_nc_cat=109&efg=eyJpIjoiYiJ9&_nc_ohc=BRx7GmSc2EYAQnpY_Zos8_2aawOkQb5RbaROZ_e9EZVXdgrk0pR0ci6ag&_nc_ht=scontent.flim1-2.fna&oh=02c2bacaf8ac8b6529f05a4a87453e01&oe=5E688077|https://mbasic.facebook.com/events/409158433330485
Fred Aching & Friends Jam - Viernes 20 de Diciembre|Lima Rock Club|Pasaje Olaya 166, Lima 01 Lima||||Viernes, 20  de  diciembre  de  2019  - 20:00 ||Viernes, 20  de  diciembre  de  2019  - 23:30 |||Fred Aching Drums|15|15|0|https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c0.226.1080.604a/s320x320/79092564_2833654026678787_2221625838774779904_o.jpg?_nc_cat=100&efg=eyJpIjoiYiJ9&_nc_ohc=c-cUMFle2t4AQl_l_8JjLRDdCQTD2t32nVVOAHCRrhN2WnkLvAqSdSWuA&_nc_ht=scontent.flim1-1.fna&oh=a120b496740ccc008682f6530a4eb127&oe=5E74C4D5|https://mbasic.facebook.com/events/2410226225755128
Concierto Doma2 Sesión Covers|Avenida Víctor Castro Iglesias 199, 15801 San Juan de Miraflores, Perú|||||2019-12-08 17:37:19.763923 - 18:00 ||2019-12-08 17:37:19.763923 - 22:00 ||||22|8|2|https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c0.113.512.286a/s320x320/78953792_113346466804859_2122853861688344576_n.jpg?_nc_cat=103&efg=eyJpIjoiYiJ9&_nc_ohc=LfJDjxXWLT4AQm4zku8XHuksQuhW8B52RuSCNbiV2TEoiHycEvysIsDyQ&_nc_ht=scontent.flim1-1.fna&oh=64b1b4e893eef81e44deb709fbb8d11a&oe=5E3EEC83|https://mbasic.facebook.com/events/2159068167723393
PRE ORDEN┇Cle: Levanter ver Standar|Campo de Marte|11 Lima||||2019-12-08 17:37:23.357621 - 16:00 ||2019-12-08 17:37:23.357621 - 23:00 |||Stray Kids Perú||||https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c31.0.897.502a/s320x320/77219703_1367393483421092_1187692855460626432_n.jpg?_nc_cat=102&efg=eyJpIjoiYiJ9&_nc_ohc=IX1Zyzscw0gAQnOmc9M0Muoo82fy3ruQYZrX-sx_qnD0WV_GnEA-O2ySg&_nc_ht=scontent.flim1-2.fna&oh=cc578081fb29a76323e849429ba3ea3f&oe=5E73B71D|https://mbasic.facebook.com/events/2267649983532947
